Monthly_Usage_kWh,Year,Household_Size,Adoption_Year,Cost_Savings_USD,Income_Level_Encoded,Urban_Encoded,Subsidy_Encoded,Region_Asia,Region_Australia,Region_Europe,Region_North America,Region_South America,Country_Australia,Country_Brazil,Country_Canada,Country_Chile,Country_China,Country_Colombia,Country_Egypt,Country_France,Country_Germany,Country_Ghana,Country_India,Country_Indonesia,Country_Italy,Country_Japan,Country_Kenya,Country_Mexico,Country_New Zealand,Country_Nigeria,Country_Peru,Country_South Africa,Country_South Korea,Country_Spain,Country_UK,Country_USA,Energy_Source_Geothermal,Energy_Source_Hydro,Energy_Source_Solar,Energy_Source_Wind
0.6584135522898236,2024,0.22643822964477553,-1.0051259726941033,-1.6631970517955923,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
-0.37506156001044005,2024,-0.20901990428748546,1.7645097236073102,-1.4323079951227602,2,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1.0238061787342694,2024,1.5328126314415584,0.2537993438065392,-1.0842617907103986,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-0.3281894535514958,2024,1.0973544975092975,1.7645097236073102,1.5690400331257157,2,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.1750582701985766,2022,1.0973544975092975,-1.5086960992943603,-1.2750965242002053,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.9329969798233673,2022,-1.0799361721520075,-1.256911035994232,-1.5900087858747762,2,1,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.524093878156351,2020,1.5328126314415584,-1.0051259726941033,-1.5825990856000804,2,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.019300841505675483,2024,-0.20901990428748546,1.0091545337069248,-0.848409632910176,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
-0.46639779594340824,2021,0.6618963635770365,1.2609395970070532,-0.3438509859030609,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.2013270695681142,2023,1.5328126314415584,0.7573694704067961,-0.980735695362998,2,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.910681470339353,2024,1.5328126314415584,0.5055844071066676,-0.4018004342778043,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1.30787593888601,2023,1.0973544975092975,-0.24977078279371787,0.4298335673076279,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-1.6860739008399868,2020,0.22643822964477553,0.7573694704067961,1.3751295749935823,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0.5581129663931913,2021,1.5328126314415584,1.2609395970070532,1.642857424541553,1,1,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1.3880067373643983,2020,-1.0799361721520075,-1.0051259726941033,0.642408081792061,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.0069271775930651956,2022,1.0973544975092975,1.5127246603071818,0.9978639864791182,2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
-0.05210654775567921,2024,0.22643822964477553,-1.5086960992943603,0.9077592350255064,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.4020022926140041,2022,-0.6444780382197465,-1.0051259726941033,-0.4665304574322222,2,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.08016782410470127,2022,-0.6444780382197465,0.7573694704067961,-0.5568449173841747,0,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-1.0272657025795553,2022,-1.0799361721520075,-0.7533409093939749,1.6870360148586072,2,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0.27070541636136347,2024,-0.20901990428748546,1.0091545337069248,1.646702080344461,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1.2966228187188573,2020,-1.5153943060842685,0.5055844071066676,-1.114459814471423,2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
